product_name,html_path,resource_path,image_filenames,plain_description,enriched_description,tags,item_type,suggested_projects,parts_count_guess,part_count_estimate_llm,price
16-in-1 Sensor Module Kit,C:\Users\Royma\Downloads\Temu Items 2\16 in 1 sensor module kit compatible with and 51 boards for diy and embedded projects _ Temu.html,C:\Users\Royma\Downloads\Temu Items 2\16 in 1 sensor module kit compatible with and 51 boards for diy and embedded projects _ Temu_files,"0a396892-4b76-4844-b34f-bb4a16b4b355.jpg, 1ae26c42-2d79-4b42-bc43-d542a4466a0e.jpg, 1f6b336c-efb8-4197-8697-38612e6b59ca.jpg, 224a2159e8634e7aa74a61bd808def2f-goods(1).jpeg, 224a2159e8634e7aa74a61bd808def2f-goods.jpeg, 2a8db5ee-a5ca-4cfb-8ce0-d100136307d0.jpg, 5a77f594-4d3b-4e6d-9996-0237f8abe990.jpg, 86d7fe88-4b27-45a3-88c7-e2028d1bd725.jpg, 8c11b2ad-de3c-4105-8972-c440f49b82ec_300x300.jpeg, c3c383b2-5513-41c3-bc91-522614453df4.jpg, ccdb389a-892f-4a01-9055-08a647076946.jpg, dce04970-28d3-469e-96d1-0299bd94ae30(1).jpg, dce04970-28d3-469e-96d1-0299bd94ae30.jpg, f35cdd47-4564-4aa0-80c9-fd88ac90eed2(1).jpg, f35cdd47-4564-4aa0-80c9-fd88ac90eed2.jpg","16-in-1 Sensor Module Kit – Compatible with Raspberry Pi, STM32, and 51 Boards for DIY and Embedded Projects | Contact Material : Copper Alloy Termination Type : Plug-in Power Mode : Uncharged See all details","The 16-in-1 Sensor Module Kit is an essential addition for any DIY electronics lab, compatible with Raspberry Pi, STM32, and 51 boards. This versatile kit includes a variety of sensors that can be easily integrated into your projects, allowing for a wide range of applications from environmental monitoring to robotics. With plug-in termination and copper alloy contacts, these modules ensure reliable connections and ease of use. Ideal for both beginners and experienced makers, this kit opens up endless possibilities for embedded system development.","sensor module, raspberry pi, stm32, 51 boards, diy projects, embedded systems, electronics kit, prototyping, sensors, maker tools",sensor module kit,"environmental monitoring, robotics, home automation, smart agriculture, wearable tech",,16,₪65.95
Dual Voltage Power Module for Breadboard,C:\Users\Royma\Downloads\Temu Items 2\1pc 2pcs bread board power module 5v 3 3v mb 102 power board dual 5v 3 3 black - automotive - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\1pc 2pcs bread board power module 5v 3 3v mb 102 power board dual 5v 3 3 black - automotive - Temu_files,"0860deb3-83aa-4ca5-87d8-a6b4c2efcb0b_300x300.jpeg, 0a321ccb-0453-4c70-93e8-bc0734d480da.jpg, 13ccf102-89ff-4ed4-afe5-236099940dbf.jpg, 148c90d3-f283-4b33-9139-a1ae74b0907c.jpg, 3c6df260-3050-47b0-b3b2-c201804e7d82(1).jpg, 3c6df260-3050-47b0-b3b2-c201804e7d82.jpg, 3e873b8f-2d6e-49ca-950d-cd412829c2c2(1).jpg, 3e873b8f-2d6e-49ca-950d-cd412829c2c2.jpg, d233d26f-e80d-415c-bfb0-1e1a016b8d05(1).jpg, d233d26f-e80d-415c-bfb0-1e1a016b8d05.jpg, d2f50aef-ee50-4e85-8585-0aa5e3b90776.jpg, d8b9e2e6-409b-42e1-8ed0-dc74db633ebc.jpg","1pc 2pcs Bread Board, Power Module, 5V 3.3V MB-102 Power Board, Dual 5V/3.3 black | Battery Properties : Without Battery Item ID : MG69845 Copy | Overview This is a companion module that plugs into our solderless breadwild pigds (MB-102 Breadwild pigd) and provides 5V and/or 3V power to the rails as well as other useful functions, an on-off For Switch, power indicator LED, a USB port and extra header pins for 3V and 5V power taps. Maximum output current: 700mA. Coax ja (2.1mm id) for power input (6.5V -9V). Power supply not included. 32 x 54 x 25mm high (1.26 x 2.08 x 0.86"" high). Features + Input Voltage: 6.5V-12V (DC) or USB power supply + 2.1mm","This Dual Voltage Power Module is an essential addition to your breadboard setup, providing both 5V and 3.3V outputs. It features an on-off switch, a power indicator LED, and a USB port for versatile power options. With a maximum output current of 700mA, it can efficiently power your microcontroller projects. The module is designed to easily connect to MB-102 breadboards, making it perfect for prototyping and experimentation. Ideal for hobbyists and makers looking to streamline their power supply needs.","breadboard, power module, 5v, 3.3v, electronics, prototyping, diy, microcontroller, usb power, power supply",power module,"Arduino projects, Raspberry Pi setups, sensor integrations, LED displays, robotics",1,1,₪5.09
CC CV DC Buck Converter Module,"C:\Users\Royma\Downloads\Temu Items 2\1pc cc cv 6 5 36v to 1 2 32v 5a 75w step down converter power supply module voltage regulator transformer with case heatsink - business, & science - Temu.html","C:\Users\Royma\Downloads\Temu Items 2\1pc cc cv 6 5 36v to 1 2 32v 5a 75w step down converter power supply module voltage regulator transformer with case heatsink - business, & science - Temu_files","1701357655282-7e3dc322ff7845048688c53e420e1a12-goo(1).jpeg, 1701357655282-7e3dc322ff7845048688c53e420e1a12-goods.jpeg, 1701357658170-81a8f2ba456e43f690542863b8244dc3-goods.jpeg, 1701357658813-2d8b2e836ef94ed9b6515f787c6ed0b0-goo(1).jpeg, 1701357658813-2d8b2e836ef94ed9b6515f787c6ed0b0-goods.jpeg, 1701357660070-e53c7edc543442d5b471bb161a0fcf2a-goo(1).jpeg, 1701357660070-e53c7edc543442d5b471bb161a0fcf2a-goods.jpeg, 1701357660507-fefc621c2fe447fb850ade2e0aaeee26-goo(1).jpeg, 1701357660507-fefc621c2fe447fb850ade2e0aaeee26-goods.jpeg, dfbf13e1f8709cc6ab1a3703bb017147(1).jpg, dfbf13e1f8709cc6ab1a3703bb017147.jpg, f0ab56ad4fbacff12636f60244e42007.jpg",1pc CC CV DC 6.5-36V To 1.2-32V 5A 75W Step Down Buck Converter Power Supply Module Voltage Regulator Transformer With Case Heatsink | Power Mode : Room electrical/hard wiring Operating Voltage : ≤36V Battery Properties : Without Battery See all details and dimensions | Attention: The module casing needs to be assembled by oneself,"This CC CV DC Buck Converter Module is designed for efficient voltage regulation in your DIY electronics projects. With an input voltage range of 6.5-36V and a maximum output of 5A, it can handle a variety of applications. The module comes with a heatsink for effective thermal management, ensuring stable performance during operation. Note that the casing requires self-assembly, making it a great hands-on project for makers. Ideal for powering microcontrollers, sensors, and other low-voltage devices.","buck converter, voltage regulator, power supply, electronics, diy, microcontroller, heatsink, module",power supply module,"Arduino power supply, Raspberry Pi power regulator, LED strip driver, battery charger circuit",1,1,₪37.77
22 AWG Tin-Plated Copper Wire Kit,C:\Users\Royma\Downloads\Temu Items 2\22 awg electrical wire 22 gauge copper wires - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\22 awg electrical wire 22 gauge copper wires - Temu_files,"032c74c3acf0c82f39b2d1db1b6d8795(1).jpg, 032c74c3acf0c82f39b2d1db1b6d8795.jpg, 0832aafd19b333395af837496b51ee6a.jpg, 3a9d6a68a5f4e9e2d6fe46ae812ea375.jpg, 45b96994bf53f999dcb90449604b4c78.jpg, 50305ced-2ff8-4a83-91b5-5d8c80e004f3_300x300.jpeg, 51f615a4-a735-4470-bc5a-e98093d77f19_970x600.jpeg, 686d4797e96201586d6f10051dcc0e79.jpg, 8642070a-1665-48e0-821f-3568420ea229_1600x1600(1).jpeg, 8642070a-1665-48e0-821f-3568420ea229_1600x1600.jpeg, 8c29266f9bc55887953ec4b4eaea9528.jpg, af7ac06d203ee51603335e62c2e80f8f.jpg, aff328b789ac526d525ba9b4a9b6a09f.jpg, f90c6812-8c60-4bd2-bf68-08f89b8ea838_1600x1600(1).jpeg, f90c6812-8c60-4bd2-bf68-08f89b8ea838_1600x1600.jpeg","22 AWG Electrical Wire, 22 Gauge Braided Tin-Plated Copper Wire, Flexible Wire Kit OD:1.7mm, 5 Colors, 16.4ft or 32.8ft per Color, for DIY/Auto/Home/Electric Model/Battery Wiring, Hard-Wired, 110V-240V Operating Voltage, Metal Material, No Battery Included | Measurements : 22 gauge Power Supply : Hard-Wired Operating Voltage : 110V (included)-240V (included) See all details | The Hook Up Assorted Wire Set","This 22 AWG electrical wire kit features flexible, braided tin-plated copper wire in five vibrant colors, making it ideal for various DIY electronics projects. Each wire measures 1.7mm in diameter and is available in lengths of 16.4ft or 32.8ft per color, providing ample material for your wiring needs. With a voltage rating of 110V to 240V, this kit is perfect for hard-wired applications in home automation, automotive, and electric models. The high-quality metal material ensures durability and reliable conductivity for your projects.","22 awg, copper wire, electrical wiring, diy electronics, flexible wire, tin-plated, braided wire, home automation, automotive wiring, electric models",wire kit,"LED strip lighting, custom battery packs, home automation circuits, model railroads, automotive wiring repairs",,5 colors,₪28.38
Precision Ruler Set,C:\Users\Royma\Downloads\Temu Items 2\22pcs precision ruler set for intricate gear designs durable pc material stencils markers ideal for detailed drawing paper - office & school supplies - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\22pcs precision ruler set for intricate gear designs durable pc material stencils markers ideal for detailed drawing paper - office & school supplies - Temu_files,"1712050250460-aff7a5decabb445ea4511a98dfe26aa1-(1).jpeg, 1712050250460-aff7a5decabb445ea4511a98dfe26aa1-goods.jpeg, 1712050256223-2c17ee9b1452469abdf491529869eb95-(1).jpeg, 1712050256223-2c17ee9b1452469abdf491529869eb95-goods.jpeg, 1712050260109-fdf81562820342ffbd6b96e6c07c5443-goods.jpeg, 1712050264810-81df94d607e6459fb9c6ec4b8e9862fc-goods.jpeg, 1712050268680-6832b6578b0c411c89318cbc4fc29abb-goods.jpeg, 1712050272505-25276df051e343f6bea71f903b2ecb93-goods.jpeg, 1712050275234-f6690bccec9c484dafbab55bd411b9e9-goods.jpeg, 1712050282379-3dad1b11aa82446da8b08fb30c69c602-goods.jpeg, 1712050285910-b9ac3ba64fac44559af5c5a1b3e5f945-(1).jpeg, 1712050285910-b9ac3ba64fac44559af5c5a1b3e5f945-goods.jpeg, 1712050298935-8f52161f7fc6401484472c9a2bf9af0c-goods.jpeg, 1712050301196-acf1c41b97dc44718ba69cf19d6df9f0-goods.jpeg, 1712050306160-2b53fc9b2bf7400494e9cf5023f75a61-goods.jpeg, 1712050310341-185966e520504fa0826c10fcd9ef39e9-goods.jpeg, 671f1ac3-221e-4351-b540-38527f49759e_300x300.png","22pcs Precision Ruler Set for Intricate Gear Designs - Durable PC Material, Includes Stencils & Markers, Ideal for Detailed Drawing on Black Paper | Major Material : PC Item ID : WB94729 Copy","This 22-piece Precision Ruler Set is designed for makers who require accuracy in their intricate gear designs. Made from durable PC material, it includes various stencils and markers that are perfect for detailed drawing on black paper. Ideal for both prototyping and final designs, this set enhances your workflow by providing precise measurements and creative templates. Whether you're working on electronics enclosures or mechanical components, this set will elevate your design process.","precision, ruler, stencils, markers, drawing, black paper, gear design, DIY, electronics, prototyping",ruler set,"gear design, electronics enclosure, mechanical component design, detailed drawing, prototyping",22,22,₪5.18
Pre-Wired Micro LED Strips,"C:\Users\Royma\Downloads\Temu Items 2\25pcs pre wired strips 50pcs 5v battery powered 36 operating voltage 0 150 ohm gauge 3 5mm led pitch ideal for diy projects use led strips colorful led strips flexible led strip - business, & science - Temu.html",,,"25pcs Pre-Wired Micro LED Strips - 50pcs Available, 5V Battery Powered, 36V Max Operating Voltage, 0-150 Ohm Gauge, 3.5mm LED Pitch, Ideal for DIY Projects & Hobbyist Use, Hobbyist LED Strips | Colorful LED Strips | Flexible LED Strip | Measurements : 000 Gauge Brand : ZZHOBBIES Power Mode : Battery Powered See all details and dimensions","These pre-wired micro LED strips are perfect for DIY electronics projects and creative hobbyist applications. With a flexible design and a pitch of 3.5mm, they can easily be integrated into various setups. Operating at 5V and capable of handling up to 36V, these strips provide versatility for both low and high voltage projects. Ideal for adding colorful lighting effects to your creations, they are a must-have for any maker's toolkit.","led strips, micro led, pre-wired, diy projects, hobby electronics, flexible lighting, battery powered, colorful lights",LED strip lights,"LED art installations, model lighting, DIY night lights, decorative displays, wearable tech projects",25,25 pieces,₪23.85
300W DC-DC Adjustable Voltage Regulator,"C:\Users\Royma\Downloads\Temu Items 2\2pcs 300w 10a adjustable voltage regulator module converter for solar charging led driving car 32v input 0 8 28v output with charging indicators mounting holes solar charge controller - business, & science - Temu.html",,,"2pcs 300W 10A DC-DC Adjustable Voltage Regulator Module (DC-DC Buck Converter) for Solar Charging, LED Driving & Car Power - 7-32V Input, 0.8-28V Output with Charging Indicators & Mounting Holes, Solar Charge Controller | Power Mode : Room electrical/hard wiring Operating Voltage : ≤36V Battery Properties : Without Battery See all details and dimensions | Module nature: non - isolated step - down constant - current and constant - voltage (CCCV) charging module Scope of application: high - power LED constant - current driving, lithium - battery charging (including lithium - iron battery), charging of 4V, 6V, 12V, 14V, 24V batteries, charging of nickel - cadmium and nickel - ammonia batteries (battery packs), solar panels, wind turbines Input voltage: 7 - 32V (5 - 32V without constant current) Output voltage: (1) Continuously adjustable (0.8 - 28V)","This 300W DC-DC adjustable voltage regulator module is ideal for DIY electronics projects requiring efficient power management. With an input voltage range of 7-32V and an adjustable output from 0.8-28V, it is perfect for applications such as solar charging, LED driving, and powering various battery types. The module features built-in charging indicators and mounting holes for easy integration into your projects. Its constant current and constant voltage (CCCV) capabilities make it versatile for high-power LED driving and lithium battery charging. Enhance your embedded systems with this reliable power solution.","dc-dc converter, voltage regulator, adjustable power supply, solar charging, led driver, embedded systems, electronics, diy projects, battery charging, power management",voltage regulator module,"solar panel charger, LED lighting system, battery management system, portable power supply, wind turbine controller",2,2,₪26.13
3-Arm Adjustable Soldering Station,C:\Users\Royma\Downloads\Temu Items 2\3 arm adjustable soldering station 3x magnifying lamp black - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\3 arm adjustable soldering station 3x magnifying lamp black - Temu_files,"019153bb-cbfa-4852-8ce8-d531dd25f503(1).jpg, 019153bb-cbfa-4852-8ce8-d531dd25f503.jpg, 46ca0e4e-945c-4e88-8abc-2f66566f2bf1(1).jpg, 46ca0e4e-945c-4e88-8abc-2f66566f2bf1.jpg, 7b4766de-de34-4e4c-b775-c2c274f69d86(1).jpg, 7b4766de-de34-4e4c-b775-c2c274f69d86.jpg, 844a85f0-7049-46e4-8e19-2edfcb450cb7.jpg, bc9a9f6a-f9a6-4dc2-9cfc-1de2bd9bdda5(1).jpg, bc9a9f6a-f9a6-4dc2-9cfc-1de2bd9bdda5.jpg, d418c90f-c738-4163-8405-41a21da217b1.jpg","3-Arm Adjustable Soldering Station with 3x Magnifying Lamp - Black Flexible Stand for PCB Repair and Maintenance, Ideal for Electronics Workbench, Electronics Workspace | Adjustable Arm Stand | Durable Plastic Base, Soldering Station | Material : Plastic Number of Pieces : 1 Recommended Scenario : Solder See all details and dimensions","This 3-Arm Adjustable Soldering Station is designed to enhance your electronics workbench experience. Featuring a magnifying lamp, it allows for precise soldering and PCB repairs, making it ideal for intricate projects. The flexible arms can be adjusted to hold components securely in place, freeing your hands for soldering tasks. Its durable plastic base ensures stability during use, while the compact design makes it easy to store when not in use. Perfect for hobbyists and professionals alike, this station will streamline your workflow and improve your project outcomes.","soldering, electronics, workbench, magnifying lamp, adjustable stand, pcb repair, diy, maker, hobbyist, tools",soldering station,"PCB assembly, electronics repair, model building, DIY gadgets, circuit prototyping",,1,₪58.13
32pcs Dual-Sided PCB Prototype Kit,C:\Users\Royma\Downloads\Temu Items 2\32pcs dual sided pcb prototype kit with 6 sizes for diy welding projects universal printed circuit board solder connections durable flexible electronics development electronics fabrication flexible electronics versat.html,,,"32pcs Dual-Sided PCB Prototype Kit with 6 Sizes for DIY Welding Projects - Universal Printed Circuit Board, Solder Connections, Durable & Flexible Electronics Development, Electronics Fabrication, Flexible Electronics, Versatile Sizes, Highquality Electronics | Power Mode : Uncharged Battery Properties : Without Battery Contact Material : Copper See all details and dimensions | With the perfect designed pre-tined holes on the board you can easily install any sensors and components you need. The high quality of glass fiber material and the great durability of the board can always meet you requirements in various situation. Specifications Dimension:2x8/ 3x7/ 4x6/ 5x7/ 6X8/ 7x9 CM Quantity: 32 pieces in total of 6 different sizes Thickness: about 1.6mm Material: Great quality of glass fiber FR4 Color: Green basic, silver tone Hole-pitch: 2.54 mm/ 0.1 inches","This versatile 32-piece dual-sided PCB prototype kit is perfect for DIY electronics enthusiasts looking to create custom circuits. With six different sizes ranging from 2x8 cm to 7x9 cm, these durable FR4 boards feature pre-tinned holes for easy soldering of components and sensors. The high-quality glass fiber construction ensures reliability in various projects, making it suitable for both beginners and experienced makers. Whether you're fabricating a simple circuit or a complex embedded system, this kit provides the flexibility you need for your electronics development.","pcb, prototype kit, electronics, diy, soldering, glass fiber, dual-sided, custom circuits, maker, embedded systems",PCB prototype kit,"custom circuit design, sensor integration, electronics prototyping, DIY electronics projects, embedded system development",32,32 pieces,₪26.23
37 Sensor Assortment Kit,C:\Users\Royma\Downloads\Temu Items 2\37 sensors assortment kit 37 sensors kit sensor starter kit - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\37 sensors assortment kit 37 sensors kit sensor starter kit - Temu_files,"05c3cfbc-da3c-4295-bc1b-02f035696c4f(1).jpg, 05c3cfbc-da3c-4295-bc1b-02f035696c4f.jpg, 0a777644-ecf1-48ad-96de-b6ae9ee56608.jpg, 581a991f-6789-4562-b3e9-4e0014171fd6_750x725.png, 6403c9ab-a5e3-478c-a257-b931157ccc3e.jpg, 78f366b5-757f-4115-ba70-fdc194c1788a_300x300.jpeg, 7c10d238-9e0a-4bbe-8273-c1ed58eba2f3_750x803.png, dbefc805-8b89-4deb-b662-a21f3731fa43(1).jpg, dbefc805-8b89-4deb-b662-a21f3731fa43.jpg, f146b583-e911-43e5-bbfe-0deeec30dacf(1).jpg, f146b583-e911-43e5-bbfe-0deeec30dacf.jpg, fb13402e-d06b-42cd-a5db-4fa1aa867ff1_750x140.png",1 Set 37 Sensors Assortment Kit 37 Sensors Kit Sensor Starter Kit For Arduino Raspberry Pi Sensor Kit 37 In 1 Robot Projects Starter Kits For Arduino Raspberry Pi,"This 37 Sensor Assortment Kit is an essential resource for DIY electronics enthusiasts and makers. It includes a diverse range of sensors suitable for both Arduino and Raspberry Pi projects, making it perfect for beginners and experienced developers alike. With this kit, you can easily integrate various sensors into your robotics and automation projects, enhancing their functionality and interactivity. Ideal for prototyping, experimentation, and educational purposes, this kit provides a solid foundation for building innovative electronic systems.","sensors, arduino, raspberry pi, robotics, electronics, diy, prototyping, starter kit, automation, maker",sensor kit,"robotic arm, weather station, smart home system, obstacle-avoiding robot, environmental monitoring",1,37,
DC Digital Voltmeter 4.5-30V,C:\Users\Royma\Downloads\Temu Items 2\4.5 30 voltmeter voltage tester gauge bright led - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\4.5 30 voltmeter voltage tester gauge bright led - Temu_files,"06a45491-79bc-4203-8968-f63ffe96e8bb.jpg, 09c4574ab6891ca90ddf447bed6a5a43.jpg, 10e4b89284bc762bad52767e9770cd02(1).jpg, 10e4b89284bc762bad52767e9770cd02.jpg, 1f841887baeab96da9495cba45489e51(1).jpg, 1f841887baeab96da9495cba45489e51.jpg, 44e018fd-f255-4633-988e-a90a22a653a1(1).jpg, 44e018fd-f255-4633-988e-a90a22a653a1.jpg, 4dd9493e-f644-4cb5-a82e-e4747c12b057.jpg, 5543443f299533fa3c1314f6d85bb097(1).jpg, 5543443f299533fa3c1314f6d85bb097.jpg, 75dc5b85025e2e5b0e3787e48cf8e28d(1).jpg, 75dc5b85025e2e5b0e3787e48cf8e28d.jpg, 80d5571b-81cf-4bbe-bb4d-ce7484fecd8f(1).jpg, 80d5571b-81cf-4bbe-bb4d-ce7484fecd8f.jpg, bd896ad2-8644-4d08-a226-93b1dda38a31_300x300.jpeg, fa6d1aab-b03b-4e53-98e2-a5fb9fb4752b(1).jpg, fa6d1aab-b03b-4e53-98e2-a5fb9fb4752b.jpg",1.42 cm DC 4.5-30V Digital Voltmeter Voltage Tester Gauge Bright LED Display Two Wires Volt Meter for Battery Monitor Panel Mount | Power Mode : Room electrical/hard wiring Operating Voltage : ≤36V Material : Plastic See all details and dimensions,"This compact DC digital voltmeter is designed for monitoring voltage levels in various electronic projects. With a voltage range of 4.5 to 30V, it is ideal for battery monitoring and panel mounting applications. The bright LED display ensures easy readability, even in low-light conditions. Its simple two-wire connection makes installation straightforward, making it a perfect addition to your DIY electronics toolkit.","voltmeter, digital, voltage, tester, gauge, led, display, battery, monitor, panel, electronics",voltage meter,"battery monitoring system, solar panel voltage display, DIY power supply, electronic project voltage testing",,1,₪5.46
Arduino Nano V3.0 Terminal Adapter,C:\Users\Royma\Downloads\Temu Items 2\4pcs 3 0 terminal adapter expansion boards pcb mount copper contacts for avr 328p _ Temu.html,C:\Users\Royma\Downloads\Temu Items 2\4pcs 3 0 terminal adapter expansion boards pcb mount copper contacts for avr 328p _ Temu_files,"13858d98-2642-45a3-9b2d-7d9d3a45e651(1).jpg, 13858d98-2642-45a3-9b2d-7d9d3a45e651.jpg, 30339f64-60e6-44fd-8cbd-2218209e25e7(1).jpg, 30339f64-60e6-44fd-8cbd-2218209e25e7.jpg, 36ad15e6-8452-472d-8591-6d5ae25ba232(1).jpg, 36ad15e6-8452-472d-8591-6d5ae25ba232.jpg, 3e37cb7a-9a49-4363-a635-d325806c891f(1).jpg, 3e37cb7a-9a49-4363-a635-d325806c891f.jpg, 6f5737d2-92fb-4289-8f2c-38e1a3b1cae4_300x300.jpeg, 72581d26-a1fb-4186-b9da-fea4c47e749f(1).jpg, 72581d26-a1fb-4186-b9da-fea4c47e749f.jpg, 8eb74210-7d79-45ea-9e4e-1cbf9f2a9566(1).jpg, 8eb74210-7d79-45ea-9e4e-1cbf9f2a9566.jpg, b65d47ba-ad7c-41c2-be97-c3f3f1100b6e(1).jpg, b65d47ba-ad7c-41c2-be97-c3f3f1100b6e.jpg, bdc8e211-2402-4cc9-8b56-b443685b102d(1).jpg, bdc8e211-2402-4cc9-8b56-b443685b102d.jpg, e0097ec0-e8f4-430a-9323-679d6f141f1e(1).jpg, e0097ec0-e8f4-430a-9323-679d6f141f1e.jpg","4pcs Nano V3.0 Arduino Terminal Adapter Expansion Boards - Easy Connect, Pcb Mount, Copper Contacts For Avr Atmega328P","This set of 4 Nano V3.0 Arduino Terminal Adapter Expansion Boards simplifies connections for your AVR ATmega328P projects. Each board features durable PCB mounting and copper contacts, ensuring reliable electrical connections. Ideal for prototyping, these adapters allow you to easily connect wires and components without soldering, making your workflow more efficient. Perfect for both beginners and experienced makers looking to streamline their setups.","arduino, nano, terminal adapter, expansion board, pcb mount, avr, atmega328p, electronics, prototyping",expansion board set,"Arduino robotics, sensor integration, DIY electronics projects, prototype development",4,4,
